function,func_child
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Sase
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Assessment_Service_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Detection_Model_Management_API
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Detection_Model_Management_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Early_Warning_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Email_Account_Inventory_API
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Email_Account_Inventory_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Login_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Managed_XDR_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Network_Inventory_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_OAT_API
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_OAT_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Response_API
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Response_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Search_API
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Search_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Service_Gateway_Inventory_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_slog
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Workbench_API
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Workbench_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Attack_Surface_Discovery_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Endpoints_Policies_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Endpoint_Inventory_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Executive_Dashboard_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Report_Management_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Sandbox_Analysis_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Security_Playbook_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Zero_Trust_Secure_Access_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Campaign_Intel_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Intel_Reports_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_SO_Mgmt_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Forensics_And_Analysis_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Mobile_Inventory_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Mobile_Security_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Network_Intrusion_Prevention_UI
Vision_One_Account_App_Usage_Trending,Vision_One_Account_App_Usage_Trending_Security_Dashboard_UI
CE_get_all_customer_engagement_metrics,CE_get_ti_manualsweeping
CE_get_all_customer_engagement_metrics,CE_get_search_features
CE_get_all_customer_engagement_metrics,CE_get_dashboard_features
CE_get_all_customer_engagement_metrics,CE_get_sensor_deploy_features
CE_get_all_customer_engagement_metrics,CE_get_TPI_enabled
CE_get_all_customer_engagement_metrics,CE_get_security_configure_metrics
CE_get_all_customer_engagement_metrics,CE_get_Logon_info
CE_get_all_customer_engagement_metrics,CE_get_risk_insight_metrics
CE_get_all_customer_engagement_metrics,CE_get_early_warning_metrics
CE_get_all_customer_engagement_metrics,CE_get_misc_metrics
CE_get_all_customer_engagement_metrics,CE_get_wb_severity_touch
CE_get_all_customer_engagement_metrics,CE_get_oat_expand_detail
CE_get_all_customer_engagement_metrics,CE_get_OAT_engagement
CE_get_all_customer_engagement_metrics,CE_get_wb_engagement
RA_Assessment_Existing_Customer_With_Sensor_Deployed_React_Funnel,slog_ubtaudit
RA_Assessment_Existing_Customer_With_Sensor_Deployed_React_Funnel,CLP_WITH_V1_ACTIVE_LICENSE_DAILY
RA_Assessment_Existing_Customer_With_Sensor_Deployed_React_Funnel,RA_Assessment_Customer
RA_Assessment_Existing_Customer_With_Sensor_Deployed_React_Funnel,RA_Assessment_Completed_Customer
RA_Assessment_Existing_Customer_With_Sensor_Deployed_React_Funnel,RA_Assessment_Trigger_WB_Customer
RA_Assessment_Existing_Customer_With_Sensor_Deployed_React_Funnel,RA_Assessment_Touched_WB_Customer
RA_Assessment_Existing_Customer_With_Sensor_Deployed_React_Funnel,RA_Assessment_Customer_Company_Size
RA_Assessment_Existing_Customer_With_Sensor_Deployed_React_Funnel,RA_Assessment_ZTRI_Configured_Customer
RA_Assessment_Existing_Customer_With_Sensor_Deployed_React_Funnel,RA_Assessment_ZTRI_Action_Taken_Customer
Func_V1_App_Usage_detail,slog_ubtaudit
Func_V1_App_Usage_detail,SANDBOX_ANALYSIS_ACTIVE_CLP_FUNC
Func_V1_App_Usage_detail,CLP_WHO_INUSE_ZTRI
Func_V1_App_Usage_detail,CLP_WHO_DEPLOY_ZTSA
Func_V1_App_Usage_detail,Reports_Inuse
Func_V1_App_Usage_detail,TRI_get_enter_page_raw_data
Func_V1_App_Usage_detail,Func_Forensics_And_Analysis_Use
Func_V1_App_Usage_detail,Func_NIPS_Use
Func_V1_App_Usage_detail,Func_pendo_track_type_mapping
Func_CLP_Account_Risk_Insights_UBT_BF738,TRI_get_enter_page_metrics_unpivot
Func_CLP_Account_Risk_Insights_UBT_BF738,Func_V1_Accumulated_Cus
Func_CLP_Account_Risk_Insights_UBT_BF738,TRI_get_security_playbook_metrics
Func_CLP_Account_Risk_Insights_UBT_BF738,Func_Hubble_MAP_Data_Source_By_Risk_Factor
Func_CLP_Account_Risk_Insights_UBT_BF738,Func_pendo_track_type_mapping
Func_CLP_Account_Risk_Insights_UBT_BF738,Func_Hubble_MAP_Data_Source_Type_BF738
Func_CLP_Account_Risk_Insights_UBT_BF738,TRI_get_enabled_data_source_detail_BF738
Func_CLP_Account_Risk_Insights_UBT_BF738,TRI_get_enabled_data_source_count_BF738
Func_CLP_Account_Risk_Insights_UBT,TRI_get_enabled_data_source_detail
Func_CLP_Account_Risk_Insights_UBT,TRI_get_enabled_data_source_count
Func_CLP_Account_Risk_Insights_UBT,TRI_get_enter_page_metrics_unpivot
Func_CLP_Account_Risk_Insights_UBT,Func_V1_Accumulated_Cus
Func_CLP_Account_Risk_Insights_UBT,TRI_get_security_playbook_metrics
Func_CLP_Account_Risk_Insights_UBT,Func_Hubble_MAP_Data_Source_Type
Func_CLP_Account_Risk_Insights_UBT,Func_Hubble_MAP_Data_Source_By_Risk_Factor
Func_CLP_Account_Risk_Insights_UBT,Func_pendo_track_type_mapping
CES2_Risk_Insights,slog_ubtaudit
CES2_Risk_Insights,Reports_Inuse
CES2_Risk_Insights,TRI_get_enabled_data_source_count
CES2_Risk_Insights,RI_visit_RI_apps
CES2_Risk_Insights,RI_mitigate_or_prevent_risk_feature_list
CES2_Risk_Insights,RI_access_risk_feature_list
CES2_Risk_Insights,RI_general_feature_list
CES2_Risk_Insights,Func_exclude_role_mapping
RA_Assessment_Customer_React_Funnel_Try_Enable_Sensor,RA_Assessment_Customer
RA_Assessment_Customer_React_Funnel_Try_Enable_Sensor,RA_Assessment_Completed_Customer
RA_Assessment_Customer_React_Funnel_Try_Enable_Sensor,RA_Assessment_Trigger_WB_Customer
RA_Assessment_Customer_React_Funnel_Try_Enable_Sensor,RA_Assessment_Touched_WB_Customer
RA_Assessment_Customer_React_Funnel_Try_Enable_Sensor,RA_Assessment_Customer_Company_Size
RA_Assessment_Customer_React_Funnel_Try_Enable_Sensor,RA_Assessment_ZTRI_Configured_Customer
RA_Assessment_Customer_React_Funnel_Try_Enable_Sensor,RA_Assessment_ZTRI_Action_Taken_Customer
GET_V1_PAGE,GET_V1_RI_PAGE
GET_V1_PAGE,GET_V1_XDR_PAGE
GET_V1_PAGE,GET_V1_TI_PAGE
GET_V1_PAGE,GET_V1_WAA_PAGE
GET_V1_PAGE,GET_V1_ZTSA_PAGE
GET_V1_PAGE,GET_V1_MOBILE_PAGE
GET_V1_PAGE,GET_V1_EAI_PAGE_V2
Func_CLP_Account_UBT_Simple_Pre_20200901,slog_ubtaudit
Func_CLP_Account_UBT_Simple_Pre_20200901,Func_CLP_Account_UBT_Channel
Func_CLP_Account_UBT_Simple_Pre_20200901,MOBILE_SECURITY_ENROLLED_DEVICE_FUNC
Func_CLP_Account_UBT_Simple_Pre_20200901,Func_CLP_Account_UBT_App_Usage_Pre_20200901
Func_CLP_Account_UBT_Simple_Pre_20200901,Func_Product_Connect_Status_Hubble
Func_CLP_Account_UBT_Simple_Pre_20200901,Func_Sandbox_Manually_Submission
Func_CLP_Account_UBT_Simple_Pre_20200901,Func_Sandbox_Response_Submission
Func_V1_Engagement_Score_v2,CES2_XDR_Threat_Investigation
Func_V1_Engagement_Score_v2,CES2_Risk_Insights
Func_V1_Engagement_Score_v2,CES2_Threat_Intelligence
Func_V1_Engagement_Score_v2,CES2_Workflow_and_Automation
Func_V1_Engagement_Score_v2,CES2_Sensor_Deployment
Func_V1_Engagement_Score_v2,CES2_V1_Login
Func_V1_Engagement_Score_v2,CES2_Zero_Trust_Secure_Access
CE_get_wb_engagement_bak,XDR_created_WB
CE_get_wb_engagement_bak,CE_get_wb_close_rate
CE_get_wb_engagement_bak,CE_get_wb_decisive_response_rate
CE_get_wb_engagement_bak,CE_get_wb_FP_close_rate
CE_get_wb_engagement_bak,CE_get_wb_investigate_rate
CE_get_wb_engagement_bak,CE_get_wb_touch_rate
CE_get_wb_engagement_bak,CE_get_wb_visit
ZTSA_ZTNA_Basic_Get_Configuration,ZTSA_ZTNA_Basic_Get_Provision
ZTSA_ZTNA_Basic_Get_Configuration,ZTSA_ZTNA_Basic_Get_IAM
ZTSA_ZTNA_Basic_Get_Configuration,ZTSA_ZTNA_Basic_Get_App
ZTSA_ZTNA_Basic_Get_Configuration,ZTSA_ZTNA_Basic_Get_Connector
ZTSA_ZTNA_Basic_Get_Configuration,ZTSA_ZTNA_Basic_Get_PRule
ZTSA_ZTNA_Basic_Get_Configuration,ZTSA_ZTNA_Basic_Get_SSO
ZTSA_ZTNA_Basic_Get_Configuration,ZTSA_ZTNA_Basic_Get_Agent
Func_CLP_Account_UBT_App_Usage_bak,XDR_created_WB
Func_CLP_Account_UBT_App_Usage_bak,slog_ubtaudit
Func_CLP_Account_UBT_App_Usage_bak,Func_CLP_Account_UBT_Channel
Func_CLP_Account_UBT_App_Usage_bak,SANDBOX_ANALYSIS_ACTIVE_CLP_FUNC
Func_CLP_Account_UBT_App_Usage_bak,CLP_WHO_INUSE_ZTRI
Func_CLP_Account_UBT_App_Usage_bak,CLP_WHO_DEPLOY_ZTSA
Func_CLP_Account_UBT_App_Usage_bak,Reports_Inuse
RA_Assessment_Customer_React_Funnel,RA_Assessment_Customer
RA_Assessment_Customer_React_Funnel,RA_Assessment_Completed_Customer
RA_Assessment_Customer_React_Funnel,RA_Assessment_Trigger_WB_Customer
RA_Assessment_Customer_React_Funnel,RA_Assessment_Touched_WB_Customer
RA_Assessment_Customer_React_Funnel,RA_Assessment_Customer_Company_Size
RA_Assessment_Customer_React_Funnel,RA_Assessment_ZTRI_Configured_Customer
RA_Assessment_Customer_React_Funnel,RA_Assessment_ZTRI_Action_Taken_Customer
CE_get_wb_engagement,XDR_created_WB
CE_get_wb_engagement,CE_get_wb_close_rate
CE_get_wb_engagement,CE_get_wb_decisive_response_rate
CE_get_wb_engagement,CE_get_wb_FP_close_rate
CE_get_wb_engagement,CE_get_wb_investigate_rate
CE_get_wb_engagement,CE_get_wb_touch_rate
CE_get_wb_engagement,CE_get_wb_visit_v2
ZTSA_ZTNA_Customer_Setting,slog_ubtaudit
ZTSA_ZTNA_Customer_Setting,CLP_WHO_VISIT_ZTSA
ZTSA_ZTNA_Customer_Setting,CLP_WITH_V1_ACTIVE_LICENSE_DAILY
ZTSA_ZTNA_Customer_Setting,Get_ZTSA_Rules
ZTSA_ZTNA_Customer_Setting,CLP_WHO_DEPLOY_ZTSA
ZTSA_ZTNA_Customer_Setting,CLP_WHO_USE_ZTSA
ZTSA_ZTNA_Customer_Profile,slog_ubtaudit
ZTSA_ZTNA_Customer_Profile,CLP_WHO_VISIT_ZTSA
ZTSA_ZTNA_Customer_Profile,CLP_WITH_V1_ACTIVE_LICENSE_DAILY
ZTSA_ZTNA_Customer_Profile,Get_ZTSA_Rules
ZTSA_ZTNA_Customer_Profile,CLP_WHO_DEPLOY_ZTSA
ZTSA_ZTNA_Customer_Profile,CLP_WHO_USE_ZTSA
Func_CLP_Account_UBT_Simple_bak,slog_ubtaudit
Func_CLP_Account_UBT_Simple_bak,Func_CLP_Account_UBT_Channel
Func_CLP_Account_UBT_Simple_bak,Func_Product_Connect_Status_Hubble
Func_CLP_Account_UBT_Simple_bak,Func_Sandbox_Submission
Func_CLP_Account_UBT_Simple_bak,Func_V1_App_Usage_by_CLP
Func_CLP_Account_UBT_Simple_bak,Func_Mobile_Security_Enrolled_Customer
swg_ubt_analysis,slog_ubtaudit
swg_ubt_analysis,CLP_WITH_V1_ACTIVE_LICENSE_DAILY
swg_ubt_analysis,xdr_matomo_events_max
swg_ubt_analysis,V1_Parse_Element_Click
swg_ubt_analysis,ZTSA_Customer_CLP_date_time
swg_ubt_analysis,ZTSA_ZTNA_Basic_Get_SSO
CES2_Risk_Insights_bak0329,Reports_Inuse
CES2_Risk_Insights_bak0329,TRI_get_enabled_data_source_count
CES2_Risk_Insights_bak0329,RI_mitigate_or_prevent_risk_feature
CES2_Risk_Insights_bak0329,RI_access_risk_feature
CES2_Risk_Insights_bak0329,RI_general_feature
CES2_Risk_Insights_bak0329,RI_visit_RI_apps
Func_CLP_Account_UBT_Simple,slog_ubtaudit
Func_CLP_Account_UBT_Simple,Func_CLP_Account_UBT_Channel
Func_CLP_Account_UBT_Simple,Func_Product_Connect_Status_Hubble
Func_CLP_Account_UBT_Simple,Func_Sandbox_Submission
Func_CLP_Account_UBT_Simple,Func_V1_App_Usage_by_CLP
Func_CLP_Account_UBT_Simple,Func_Mobile_Security_Enrolled_Customer
onelink_get_app_launch_table,onelink_is_module_event_valid
onelink_get_app_launch_table,onelink_map_module_to_product_name
onelink_get_app_launch_table,onelink_map_module_to_destination
onelink_get_app_launch_table,onelink_map_additional_info_to_one_link_info
onelink_get_app_launch_table,Product_Name
Tree_View_Workbench_bak,XDR_created_WB
Tree_View_Workbench_bak,XDR_get_decisive_response
Tree_View_Workbench_bak,XDR_visit_WB
Tree_View_Workbench_bak,XDR_get_workbench_investigate
Tree_View_Workbench_bak,XDR_touched_WB_base
Func_RI_UBT_t,TRI_get_enabled_data_source_detail
Func_RI_UBT_t,TRI_get_enabled_data_source_count
Func_RI_UBT_t,TRI_get_enter_page_metrics_unpivot
Func_RI_UBT_t,Func_V1_Accumulated_Cus
Func_RI_UBT_t,TRI_get_security_playbook_metrics
CES2_XDR_Threat_Investigation,XDR_visit_DIR_Apps
CES2_XDR_Threat_Investigation,XDR_investigate_DIR_Apps
CES2_XDR_Threat_Investigation,XDR_adv_features_DIR_Apps
CES2_XDR_Threat_Investigation,XDR_touched_DIR_Apps
CES2_XDR_Threat_Investigation,Func_exclude_role_mapping
onelink_get_app_launch_table_from_app_information,onelink_fix_additional_info
onelink_get_app_launch_table_from_app_information,onelink_get_query_parameter_value_from_url
onelink_get_app_launch_table_from_app_information,onelink_map_prod_url_to_destination
onelink_get_app_launch_table_from_app_information,onelink_fix_additional_info_for_app_information
onelink_get_app_launch_table_from_app_information,Product_Name
Tree_View_Workbench,XDR_created_WB
Tree_View_Workbench,XDR_get_decisive_response
Tree_View_Workbench,XDR_visit_WB
Tree_View_Workbench,XDR_get_workbench_investigate
Tree_View_Workbench,XDR_touched_WB_base
onelink_get_red_alert_table,onelink_get_web_click_table
onelink_get_red_alert_table,onelink_get_app_launch_table
onelink_get_red_alert_table,onelink_get_query_parameter_value_from_url
onelink_get_red_alert_table,onelink_get_platform
onelink_get_red_alert_table,Product_Name
Reports_Inuse_CLP,CLP_WITH_V1_ACTIVE_LICENSE_DAILY
Reports_Inuse_CLP,Reports_download
Reports_Inuse_CLP,Reports_scheduled_successful
Reports_Inuse_CLP,Reports_Schedule_Running
Tree_View_Executive_Dashboard_bak_0223,xdr_matomo_events
Tree_View_Executive_Dashboard_bak_0223,Func_V1_Accumulated_Cus
Tree_View_Executive_Dashboard_bak_0223,DVASS_Get_UI_Interaction
Tree_View_Executive_Dashboard_bak_0223,Func_pendo_track_type_mapping
NEW_ZTSA_customers_30d_temp,CLP_WHO_VISIT_V1
NEW_ZTSA_customers_30d_temp,CLP_WHO_VISIT_ZTSA
NEW_ZTSA_customers_30d_temp,CLP_WHO_DEPLOY_ZTSA
NEW_ZTSA_customers_30d_temp,CLP_WHO_USE_ZTSA
Tree_View_OAT,XDR_get_decisive_response
Tree_View_OAT,XDR_visit_OAT
Tree_View_OAT,XDR_get_OAT_investigate
Tree_View_OAT,XDR_touched_OAT
JapanXTrialUser,R2209User
JapanXTrialUser,R2208User
JapanXTrialUser,R2211User
JapanXTrialUser,R2301User
ZTSA_ZTNA_DebugV2,slog_ubtaudit
ZTSA_ZTNA_DebugV2,CLP_WITH_V1_ACTIVE_LICENSE_DAILY
ZTSA_ZTNA_DebugV2,CLP_WHO_USE_ZTSA
ZTSA_ZTNA_DebugV2,ZTSA_ZTNA_Debug_V1
V1_Mobile_Console_Data,slog_ubtaudit
V1_Mobile_Console_Data,Cohort_Events_Analysis_UCLPS
V1_Mobile_Console_Data,Mobile_App_Report_Data
V1_Mobile_Console_Data,GET_PENDO_SURVEY
NEW_ZTSA_Customer_Detail,CLP_WHO_VISIT_V1
NEW_ZTSA_Customer_Detail,CLP_WHO_VISIT_ZTSA
NEW_ZTSA_Customer_Detail,CLP_WHO_DEPLOY_ZTSA
NEW_ZTSA_Customer_Detail,CLP_WHO_USE_ZTSA
XDR_visit_DIR_Apps,slog_ubtaudit
XDR_visit_DIR_Apps,XDR_visit_WB
XDR_visit_DIR_Apps,XDR_visit_OAT
XDR_visit_DIR_Apps,XDR_visit_Search
TRI_get_enabled_data_source_detail_BF738,GET_ZTRI_SENSOR_STATUS_RAW
TRI_get_enabled_data_source_detail_BF738,GET_TRILOGY_SENSOR_LOGS
TRI_get_enabled_data_source_detail_BF738,GET_INTERNET_FACING_SENSOR_LOGS
TRI_get_enabled_data_source_detail_BF738,Func_Hubble_MAP_Data_Source_Type_BF738
Func_CLP_Account_UBT_App_Usage_Pre_20200901,slog_ubtaudit
Func_CLP_Account_UBT_App_Usage_Pre_20200901,Func_CLP_Account_UBT_Channel
Func_CLP_Account_UBT_App_Usage_Pre_20200901,SANDBOX_ANALYSIS_ACTIVE_CLP_FUNC
Func_CLP_Account_UBT_App_Usage_Pre_20200901,CLP_WHO_INUSE_ZTRI
Tree_View_Search,XDR_get_decisive_response
Tree_View_Search,XDR_get_search_investigate
Tree_View_Search,XDR_visit_Search
Tree_View_Search,XDR_adv_features_Search
TRI_get_enabled_data_source_detail_BF738_v2,GET_ZTRI_SENSOR_STATUS_RAW
TRI_get_enabled_data_source_detail_BF738_v2,GET_TRILOGY_SENSOR_LOGS
TRI_get_enabled_data_source_detail_BF738_v2,GET_INTERNET_FACING_SENSOR_LOGS
TRI_get_enabled_data_source_detail_BF738_v2,Func_Hubble_MAP_Data_Source_Type_BF738_v2
REPORT_V1_RI,CLP_WHO_VISIT_ZTRI_DAILY
REPORT_V1_RI,CLP_WHO_INUSE_ZTRI_DAILY
REPORT_V1_RI,CLP_WHO_VISIT_ZTRI
REPORT_V1_RI,CLP_WHO_INUSE_ZTRI
CE_get_TPI_enabled,CE_get_TPI_enabled_visibility
CE_get_TPI_enabled,CE_get_TPI_enabled_IT_management
CE_get_TPI_enabled,CE_get_TPI_enabled_investigation
CE_get_TPI_enabled,CE_get_TPI_enabled_network_blocking
TRI_get_enabled_data_source_detail,GET_ZTRI_SENSOR_STATUS_RAW
TRI_get_enabled_data_source_detail,GET_TRILOGY_SENSOR_LOGS
TRI_get_enabled_data_source_detail,GET_INTERNET_FACING_SENSOR_LOGS
TRI_get_enabled_data_source_detail,Func_Hubble_MAP_Data_Source_Type
NI_flywheel_eligible_Cus,DDI_Valid_Cus
NI_flywheel_eligible_Cus,slog_trace
NI_flywheel_eligible_Cus,slog_ubtaudit
NI_flywheel_eligible_Cus,NI_customer_base
XDR_get_OAT_investigate,xdr_matomo_events
XDR_get_OAT_investigate,slog_ubtaudit
XDR_get_OAT_investigate,XDR_get_investigate_response
XDR_get_OAT_investigate,XDR_get_exclude_roleId_list_for_pendo_matomo
NI_NS_deployed_Cus_base,slog_ubtaudit
NI_NS_deployed_Cus_base,slog_system
NI_NS_deployed_Cus_base,NI_customer_base
NI_NS_deployed_Cus_base,NI_onboard_customers
XDR_get_workbench_investigate,xdr_matomo_events
XDR_get_workbench_investigate,slog_ubtaudit
XDR_get_workbench_investigate,XDR_get_investigate_response
XDR_get_workbench_investigate,XDR_get_exclude_roleId_list_for_pendo_matomo
onelink_get_install_table_with_app_information,onelink_get_web_click_table
onelink_get_install_table_with_app_information,onelink_get_app_launch_table
onelink_get_install_table_with_app_information,onelink_get_app_launch_table_from_app_information
onelink_get_install_table_with_app_information,Product_Name
Func_C1_Account_Usage,vw_C1_Deployed_Instance
Func_C1_Account_Usage,vw_C1_Deployed_Instance_by_Dimension
Func_C1_Account_Usage,vw_C1_Deployed_Instance_by_FreeTier
Func_C1_Account_Usage,vw_C1_Account_Usage_by_Level
NI_flywheel_30_eligible_Cus,NI_DDI_V1_support_Cus
NI_flywheel_30_eligible_Cus,FW_Promotion_Log
NI_flywheel_30_eligible_Cus,DDI_total_licensed_cus
CLP_WHO_DEPLOY_ZTSA,slog_ubtaudit
CLP_WHO_DEPLOY_ZTSA,CLP_WITH_V1_ACTIVE_LICENSE_DAILY
CLP_WHO_DEPLOY_ZTSA,Get_ZTSA_Rules
TRI_get_enabled_data_source_detail_bak,GET_ZTRI_SENSOR_STATUS_RAW
TRI_get_enabled_data_source_detail_bak,GET_TRILOGY_SENSOR_LOGS
TRI_get_enabled_data_source_detail_bak,GET_INTERNET_FACING_SENSOR_LOGS
XDR_get_possible_soc,slog_ubtaudit
XDR_get_possible_soc,XDR_visit_DIR_Apps
XDR_get_possible_soc,XDR_investigate_DIR_Apps
RI_general_feature_list,slog_ubtaudit
RI_general_feature_list,RI_mitigate_or_prevent_risk_feature_list
RI_general_feature_list,RI_access_risk_feature_list
CE_get_OAT_investigate,xdr_matomo_events
CE_get_OAT_investigate,slog_ubtaudit
CE_get_OAT_investigate,XDR_get_investigate_response
RA_Assessment_Touched_WB_Customer,XDR_created_WB
